
[Customer] : 'Andrea Crisci'  [Key] : '12680e50-90da-4a61-a1d1-1cfea4e9cacf'
ShopData{name='Andrea Crisci', date='06/12/2023', productName='sugar'}
ShopData{name='Harold Copes', date='20/07/2023', productName='sauces'}
ShopData{name='Harold Copes', date='17/05/2023', productName='candles'}
ShopData{name='Harold Copes', date='14/05/2023', productName='herbs'}

[Customer] : 'Clara Suarez'  [Key] : 'abd7a363-69f5-40d9-80a9-90c2129d2822'
ShopData{name='Clara Suarez', date='25/09/2023', productName='male cosmetics'}
ShopData{name='Clara Suarez', date='18/09/2023', productName='dish cleaner'}
ShopData{name='Clara Suarez', date='29/08/2023', productName='waffles'}
ShopData{name='Clara Suarez', date='08/07/2023', productName='ketchup'}
ShopData{name='Clara Suarez', date='01/07/2023', productName='liqueur'}
ShopData{name='Clara Suarez', date='07/04/2023', productName='canned vegetables'}
ShopData{name='Clara Suarez', date='21/03/2023', productName='syrup'}
ShopData{name='Clara Suarez', date='08/03/2023', productName='zwieback'}
ShopData{name='Clara Suarez', date='13/02/2023', productName='turkey'}
ShopData{name='Clara Suarez', date='08/01/2023', productName='meat'}

[Customer] : 'Mattie Torres'  [Key] : '1a1faea7-7fb8-42b3-89e4-1cb7d302449b'
ShopData{name='Mattie Torres', date='04/12/2023', productName='vinegar'}
ShopData{name='Mattie Torres', date='29/11/2023', productName='specialty chocolate'}
ShopData{name='Mattie Torres', date='20/11/2023', productName='dish cleaner'}
ShopData{name='Mattie Torres', date='14/11/2023', productName='herbs'}
ShopData{name='Mattie Torres', date='14/11/2023', productName='prosecco'}
ShopData{name='Mattie Torres', date='24/10/2023', productName='dessert'}
ShopData{name='Mattie Torres', date='22/09/2023', productName='vinegar'}
ShopData{name='Mattie Torres', date='14/06/2023', productName='dental care'}
ShopData{name='Mattie Torres', date='19/05/2023', productName='ham'}
ShopData{name='Mattie Torres', date='03/05/2023', productName='oil'}

[Customer] :  [CUSTOMER DATA NOT FOUND] : c8047cfd-b84f-45a4-a894-fe9b87b581b5

[Customer] : 'Gary Decambra'  [Key] : 'ec921f0c-de07-4b5e-a246-93590d00b506'
ShopData{name='Gary Decambra', date='25/11/2023', productName='butter'}
ShopData{name='Gary Decambra', date='17/10/2023', productName='ice cream'}
ShopData{name='Gary Decambra', date='28/09/2023', productName='specialty vegetables'}
ShopData{name='Gary Decambra', date='22/08/2023', productName='prosecco'}
ShopData{name='Gary Decambra', date='12/08/2023', productName='yogurt'}
ShopData{name='Gary Decambra', date='02/03/2023', productName='dog food'}
ShopData{name='Gary Decambra', date='26/01/2023', productName='male cosmetics'}
ShopData{name='Gary Decambra', date='26/01/2023', productName='soda'}
ShopData{name='Gary Decambra', date='15/12/2022', productName='waffles'}

[Customer] : 'Steve Choi'  [Key] : '7144ea59-b485-4482-9c6f-19c109e99417'
ShopData{name='Steve Choi', date='01/09/2023', productName='make up remover'}
ShopData{name='Steve Choi', date='17/08/2023', productName='white wine'}
ShopData{name='Steve Choi', date='01/07/2023', productName='herbs'}
ShopData{name='Steve Choi', date='29/06/2023', productName='organic sausage'}
ShopData{name='Steve Choi', date='27/06/2023', productName='yogurt'}
ShopData{name='Steve Choi', date='03/05/2023', productName='canned fish'}
ShopData{name='Steve Choi', date='02/03/2023', productName='salt'}
ShopData{name='Steve Choi', date='25/02/2023', productName='whole milk'}
ShopData{name='Steve Choi', date='15/02/2023', productName='canned fish'}
ShopData{name='Steve Choi', date='02/02/2023', productName='newspapers'}
ShopData{name='Steve Choi', date='30/12/2022', productName='pot plants'}
ShopData{name='Steve Choi', date='22/12/2022', productName='margarine'}

[Customer] : 'Bryon Brown'  [Key] : '2bbd67fd-1253-4308-9d10-2e08a56cc5bf'
ShopData{name='Bryon Brown', date='18/11/2023', productName='pip fruit'}
ShopData{name='Bryon Brown', date='19/10/2023', productName='rolls/buns'}
ShopData{name='Bryon Brown', date='23/08/2023', productName='vinegar'}
ShopData{name='Bryon Brown', date='09/05/2023', productName='onions'}
ShopData{name='Bryon Brown', date='19/04/2023', productName='dishes'}
ShopData{name='Bryon Brown', date='19/03/2023', productName='nuts/prunes'}
ShopData{name='Bryon Brown', date='08/03/2023', productName='turkey'}
ShopData{name='Bryon Brown', date='13/02/2023', productName='soap'}
ShopData{name='Bryon Brown', date='04/02/2023', productName='waffles'}

[Customer] : 'Inez Gilbert'  [Key] : '6c7ea894-518a-4267-aa2b-6745d4d1083f'
ShopData{name='Inez Gilbert', date='14/11/2023', productName='dental care'}
ShopData{name='Inez Gilbert', date='14/09/2023', productName='cookware'}
ShopData{name='Inez Gilbert', date='01/09/2023', productName='pip fruit'}
ShopData{name='Inez Gilbert', date='27/08/2023', productName='canned fish'}
ShopData{name='Inez Gilbert', date='18/07/2023', productName='pastry'}
ShopData{name='Inez Gilbert', date='14/07/2023', productName='bottled beer'}
ShopData{name='Inez Gilbert', date='04/07/2023', productName='mayonnaise'}
ShopData{name='Inez Gilbert', date='28/05/2023', productName='nuts/prunes'}
ShopData{name='Inez Gilbert', date='11/05/2023', productName='grapes'}
ShopData{name='Inez Gilbert', date='23/04/2023', productName='potato products'}
ShopData{name='Inez Gilbert', date='17/04/2023', productName='syrup'}
ShopData{name='Inez Gilbert', date='04/03/2023', productName='organic products'}
ShopData{name='Inez Gilbert', date='25/02/2023', productName='meat spreads'}
ShopData{name='Inez Gilbert', date='22/01/2023', productName='pot plants'}
ShopData{name='Inez Gilbert', date='13/01/2023', productName='beverages'}
ShopData{name='Inez Gilbert', date='24/12/2022', productName='photo/film'}

[Customer] : 'Toney Hardy'  [Key] : 'a3c55703-84c8-49b1-be31-a8403e25b8b8'
ShopData{name='Toney Hardy', date='04/11/2023', productName='beef'}
ShopData{name='Toney Hardy', date='19/10/2023', productName='chocolate'}
ShopData{name='Toney Hardy', date='08/10/2023', productName='photo/film'}
ShopData{name='Toney Hardy', date='29/09/2023', productName='curd cheese'}
ShopData{name='Toney Hardy', date='09/09/2023', productName='decalcifier'}
ShopData{name='Toney Hardy', date='17/08/2023', productName='toilet cleaner'}
ShopData{name='Toney Hardy', date='14/06/2023', productName='organic products'}
ShopData{name='Toney Hardy', date='08/06/2023', productName='pasta'}
ShopData{name='Toney Hardy', date='11/05/2023', productName='other vegetables'}
ShopData{name='Toney Hardy', date='09/04/2023', productName='pip fruit'}
ShopData{name='Toney Hardy', date='12/03/2023', productName='turkey'}
ShopData{name='Toney Hardy', date='08/03/2023', productName='ketchup'}

[Customer] : 'Mark Clark'  [Key] : '8fc4646b-a7ae-4d80-921c-2a5e248e73ab'
ShopData{name='Mark Clark', date='19/10/2023', productName='whisky'}
ShopData{name='Mark Clark', date='03/10/2023', productName='specialty fat'}
ShopData{name='Mark Clark', date='19/09/2023', productName='yogurt'}
ShopData{name='Mark Clark', date='22/08/2023', productName='root vegetables'}
ShopData{name='Mark Clark', date='11/06/2023', productName='soap'}
ShopData{name='Mark Clark', date='06/06/2023', productName='mustard'}
ShopData{name='Mark Clark', date='02/06/2023', productName='rubbing alcohol'}
ShopData{name='Mark Clark', date='17/03/2023', productName='pudding powder'}
ShopData{name='Mark Clark', date='02/01/2023', productName='dishes'}
ShopData{name='Mark Clark', date='01/01/2023', productName='whisky'}

[Customer] : 'Monique White'  [Key] : '396ff726-bc93-4da1-90e7-8abcefb518c9'
ShopData{name='Monique White', date='19/11/2023', productName='shopping bags'}
ShopData{name='Monique White', date='12/09/2023', productName='tea'}
ShopData{name='Monique White', date='17/08/2023', productName='house keeping products'}
ShopData{name='Monique White', date='09/08/2023', productName='flour'}
ShopData{name='Monique White', date='16/07/2023', productName='softener'}
ShopData{name='Monique White', date='15/07/2023', productName='napkins'}
ShopData{name='Monique White', date='13/05/2023', productName='oil'}
ShopData{name='Monique White', date='01/02/2023', productName='specialty vegetables'}
ShopData{name='Monique White', date='25/12/2022', productName='frozen potato products'}

[Customer] : 'Elizabeth Turner'  [Key] : 'dee5f109-0589-4c4d-8000-7f479f31bcec'
ShopData{name='Elizabeth Turner', date='20/11/2023', productName='liquor (appetizer)'}
ShopData{name='Elizabeth Turner', date='05/10/2023', productName='meat'}
ShopData{name='Elizabeth Turner', date='22/08/2023', productName='ketchup'}
ShopData{name='Elizabeth Turner', date='21/08/2023', productName='canned fruit'}
ShopData{name='Elizabeth Turner', date='02/07/2023', productName='baby cosmetics'}
ShopData{name='Elizabeth Turner', date='18/06/2023', productName='tropical fruit'}
ShopData{name='Elizabeth Turner', date='17/03/2023', productName='rum'}
ShopData{name='Elizabeth Turner', date='14/03/2023', productName='margarine'}
ShopData{name='Elizabeth Turner', date='03/03/2023', productName='house keeping products'}
ShopData{name='Elizabeth Turner', date='23/02/2023', productName='brandy'}
ShopData{name='Elizabeth Turner', date='07/02/2023', productName='softener'}
ShopData{name='Elizabeth Turner', date='23/01/2023', productName='female sanitary products'}

[Customer] : 'Peter Vires'  [Key] : '3dd23650-1791-469e-881e-b71dc397150e'
ShopData{name='Peter Vires', date='08/10/2023', productName='frozen fish'}
ShopData{name='Peter Vires', date='01/10/2023', productName='cookware'}
ShopData{name='Peter Vires', date='13/07/2023', productName='pot plants'}
ShopData{name='Peter Vires', date='29/06/2023', productName='cocoa drinks'}
ShopData{name='Peter Vires', date='27/06/2023', productName='canned fish'}
ShopData{name='Peter Vires', date='26/06/2023', productName='snack products'}
ShopData{name='Peter Vires', date='01/05/2023', productName='whisky'}
ShopData{name='Peter Vires', date='07/04/2023', productName='instant coffee'}

[Customer] : 'Jack Griego'  [Key] : '6effd6c8-a99d-4da0-b2b7-54dda7f0f17f'
ShopData{name='Jack Griego', date='08/11/2023', productName='oil'}
ShopData{name='Jack Griego', date='09/10/2023', productName='pastry'}
ShopData{name='Jack Griego', date='09/08/2023', productName='prosecco'}
ShopData{name='Jack Griego', date='25/06/2023', productName='coffee'}
ShopData{name='Jack Griego', date='15/04/2023', productName='kitchen utensil'}
ShopData{name='Jack Griego', date='14/03/2023', productName='hard cheese'}
ShopData{name='Jack Griego', date='22/01/2023', productName='canned fruit'}
ShopData{name='Jack Griego', date='01/01/2023', productName='photo/film'}

[Customer] : 'Carolyne Furches'  [Key] : 'bd9ea77b-30db-4f49-a035-36dfd8773841'
ShopData{name='Carolyne Furches', date='14/10/2023', productName='kitchen utensil'}
ShopData{name='Carolyne Furches', date='10/09/2023', productName='cling film/bags'}
ShopData{name='Carolyne Furches', date='26/08/2023', productName='mustard'}
ShopData{name='Carolyne Furches', date='02/08/2023', productName='dessert'}
ShopData{name='Carolyne Furches', date='15/07/2023', productName='pastry'}
ShopData{name='Carolyne Furches', date='06/04/2023', productName='pork'}

[Customer] : 'Nathan Arends'  [Key] : '53366bdc-893a-43e0-817e-181da731aaf3'
ShopData{name='Nathan Arends', date='11/09/2023', productName='female sanitary products'}
ShopData{name='Nathan Arends', date='29/08/2023', productName='curd cheese'}
ShopData{name='Nathan Arends', date='22/07/2023', productName='preservation products'}
ShopData{name='Nathan Arends', date='01/05/2023', productName='baking powder'}
ShopData{name='Nathan Arends', date='15/04/2023', productName='ice cream'}
ShopData{name='Nathan Arends', date='15/03/2023', productName='white wine'}
ShopData{name='Nathan Arends', date='09/02/2023', productName='chewing gum'}
ShopData{name='Nathan Arends', date='21/01/2023', productName='frozen fish'}

[Customer] : 'George Mcdonald'  [Key] : '226932d2-0fa1-4f19-962c-eb2353874d8d'
ShopData{name='George Mcdonald', date='23/09/2023', productName='frozen fish'}
ShopData{name='George Mcdonald', date='19/09/2023', productName='popcorn'}
ShopData{name='George Mcdonald', date='25/07/2023', productName='frozen potato products'}
ShopData{name='George Mcdonald', date='11/07/2023', productName='spices'}
ShopData{name='George Mcdonald', date='17/06/2023', productName='mayonnaise'}
ShopData{name='George Mcdonald', date='25/04/2023', productName='canned fruit'}
ShopData{name='George Mcdonald', date='12/03/2023', productName='pet care'}
ShopData{name='George Mcdonald', date='23/02/2023', productName='chocolate'}
ShopData{name='George Mcdonald', date='02/02/2023', productName='cat food'}

[Customer] : 'John Mcmichael'  [Key] : '57ccaac8-782c-4d38-9c33-0ddf8e96f0ac'
ShopData{name='John Mcmichael', date='12/11/2023', productName='whisky'}
ShopData{name='John Mcmichael', date='24/10/2023', productName='rubbing alcohol'}
ShopData{name='John Mcmichael', date='23/10/2023', productName='specialty chocolate'}
ShopData{name='John Mcmichael', date='09/08/2023', productName='popcorn'}
ShopData{name='John Mcmichael', date='19/07/2023', productName='sparkling wine'}
ShopData{name='John Mcmichael', date='06/06/2023', productName='salt'}
ShopData{name='John Mcmichael', date='01/06/2023', productName='popcorn'}
ShopData{name='John Mcmichael', date='06/05/2023', productName='mustard'}
ShopData{name='John Mcmichael', date='08/04/2023', productName='onions'}
ShopData{name='John Mcmichael', date='21/03/2023', productName='bags'}
ShopData{name='John Mcmichael', date='28/02/2023', productName='packaged fruit/vegetables'}
ShopData{name='John Mcmichael', date='26/02/2023', productName='whisky'}
ShopData{name='John Mcmichael', date='22/02/2023', productName='seasonal products'}
ShopData{name='John Mcmichael', date='06/02/2023', productName='cake bar'}
ShopData{name='John Mcmichael', date='04/01/2023', productName='prosecco'}

[Customer] : 'Nancy Reid'  [Key] : '062f59d2-8e50-4a5a-9221-f051805a4ee9'
ShopData{name='Nancy Reid', date='04/12/2023', productName='liver loaf'}
ShopData{name='Nancy Reid', date='17/11/2023', productName='hair spray'}
ShopData{name='Nancy Reid', date='16/11/2023', productName='mayonnaise'}
ShopData{name='Nancy Reid', date='03/11/2023', productName='kitchen towels'}
ShopData{name='Nancy Reid', date='19/10/2023', productName='liqueur'}
ShopData{name='Nancy Reid', date='08/10/2023', productName='seasonal products'}
ShopData{name='Nancy Reid', date='30/09/2023', productName='dog food'}
ShopData{name='Nancy Reid', date='05/09/2023', productName='shopping bags'}
ShopData{name='Nancy Reid', date='31/08/2023', productName='preservation products'}
ShopData{name='Nancy Reid', date='30/08/2023', productName='soap'}
ShopData{name='Nancy Reid', date='04/07/2023', productName='organic products'}
ShopData{name='Nancy Reid', date='12/06/2023', productName='misc. beverages'}
ShopData{name='Nancy Reid', date='23/05/2023', productName='soap'}
ShopData{name='Nancy Reid', date='11/03/2023', productName='margarine'}
ShopData{name='Nancy Reid', date='07/03/2023', productName='nut snack'}
ShopData{name='Nancy Reid', date='26/02/2023', productName='cream'}
ShopData{name='Nancy Reid', date='14/02/2023', productName='instant coffee'}

[Customer] : 'Bernard Blankenship'  [Key] : 'e1acad9c-1032-49ac-9054-80056478bf60'
ShopData{name='Bernard Blankenship', date='30/11/2023', productName='berries'}
ShopData{name='Bernard Blankenship', date='13/09/2023', productName='butter milk'}
ShopData{name='Bernard Blankenship', date='09/08/2023', productName='rolls/buns'}
ShopData{name='Bernard Blankenship', date='29/07/2023', productName='tea'}
ShopData{name='Bernard Blankenship', date='25/07/2023', productName='brandy'}
ShopData{name='Bernard Blankenship', date='24/07/2023', productName='sweet spreads'}
ShopData{name='Bernard Blankenship', date='27/05/2023', productName='soda'}
ShopData{name='Bernard Blankenship', date='22/05/2023', productName='tea'}
ShopData{name='Bernard Blankenship', date='15/04/2023', productName='Instant food products'}
ShopData{name='Bernard Blankenship', date='02/02/2023', productName='beverages'}
ShopData{name='Bernard Blankenship', date='06/01/2023', productName='pip fruit'}

[Customer] : 'Desiree Harrell'  [Key] : '6cdb855f-d52f-4eaa-a851-57e615a0088f'
ShopData{name='Desiree Harrell', date='01/11/2023', productName='tropical fruit'}
ShopData{name='Desiree Harrell', date='28/10/2023', productName='other vegetables'}
ShopData{name='Desiree Harrell', date='23/09/2023', productName='canned vegetables'}
ShopData{name='Desiree Harrell', date='21/09/2023', productName='detergent'}
ShopData{name='Desiree Harrell', date='14/09/2023', productName='light bulbs'}
ShopData{name='Desiree Harrell', date='11/09/2023', productName='sauces'}
ShopData{name='Desiree Harrell', date='26/04/2023', productName='liquor (appetizer)'}
ShopData{name='Desiree Harrell', date='11/04/2023', productName='sauces'}
ShopData{name='Desiree Harrell', date='08/03/2023', productName='frozen chicken'}
ShopData{name='Desiree Harrell', date='28/12/2022', productName='potato products'}

[Customer] : 'Nancy Roberts'  [Key] : 'faa3c1d3-5195-4fef-a3fe-dd706b438b0d'
ShopData{name='Nancy Roberts', date='09/10/2023', productName='organic sausage'}
ShopData{name='Nancy Roberts', date='12/08/2023', productName='sliced cheese'}
ShopData{name='Nancy Roberts', date='26/07/2023', productName='tea'}
ShopData{name='Nancy Roberts', date='24/07/2023', productName='sweet spreads'}
ShopData{name='Nancy Roberts', date='15/06/2023', productName='sliced cheese'}
ShopData{name='Nancy Roberts', date='16/05/2023', productName='fruit/vegetable juice'}
ShopData{name='Nancy Roberts', date='09/03/2023', productName='bottled water'}
ShopData{name='Nancy Roberts', date='18/02/2023', productName='long life bakery product'}
ShopData{name='Nancy Roberts', date='05/02/2023', productName='curd cheese'}

[Customer] : 'Monique Brown'  [Key] : '0a1cad7f-369c-4e9f-8cd5-a6353a6ba47e'
ShopData{name='Monique Brown', date='11/11/2023', productName='sausage'}
ShopData{name='Monique Brown', date='26/07/2023', productName='flower soil/fertilizer'}
ShopData{name='Monique Brown', date='20/07/2023', productName='frozen meals'}
ShopData{name='Monique Brown', date='05/07/2023', productName='berries'}
ShopData{name='Monique Brown', date='05/07/2023', productName='yogurt'}
ShopData{name='Monique Brown', date='09/05/2023', productName='margarine'}
ShopData{name='Monique Brown', date='03/05/2023', productName='whole milk'}
ShopData{name='Monique Brown', date='03/03/2023', productName='photo/film'}
ShopData{name='Monique Brown', date='03/03/2023', productName='skin care'}

[Customer] : 'Howard Borsellino'  [Key] : '3080d327-99b1-4ab5-b68e-a5d0754b8267'
ShopData{name='Howard Borsellino', date='04/12/2023', productName='white bread'}
ShopData{name='Howard Borsellino', date='20/11/2023', productName='popcorn'}
ShopData{name='Howard Borsellino', date='08/08/2023', productName='sauces'}
ShopData{name='Howard Borsellino', date='27/06/2023', productName='butter milk'}
ShopData{name='Howard Borsellino', date='15/06/2023', productName='specialty bar'}
ShopData{name='Howard Borsellino', date='30/04/2023', productName='misc. beverages'}
ShopData{name='Howard Borsellino', date='21/02/2023', productName='baby cosmetics'}

[Customer] : 'Elizabeth Smith'  [Key] : '2cf8b697-5d83-42f7-98f0-6b5d17fb986b'
ShopData{name='Elizabeth Smith', date='06/09/2023', productName='seasonal products'}
ShopData{name='Elizabeth Smith', date='24/08/2023', productName='herbs'}
ShopData{name='Elizabeth Smith', date='26/07/2023', productName='pip fruit'}
ShopData{name='Elizabeth Smith', date='05/06/2023', productName='nuts/prunes'}
ShopData{name='Elizabeth Smith', date='15/04/2023', productName='sugar'}
ShopData{name='Elizabeth Smith', date='09/03/2023', productName='misc. beverages'}
ShopData{name='Elizabeth Smith', date='02/02/2023', productName='onions'}

[Customer] : 'Joseph Callahan'  [Key] : '84b8366b-8115-46b8-b532-7d8bece6baec'
ShopData{name='Joseph Callahan', date='01/12/2023', productName='liqueur'}
ShopData{name='Joseph Callahan', date='26/10/2023', productName='whole milk'}
ShopData{name='Joseph Callahan', date='27/06/2023', productName='misc. beverages'}
ShopData{name='Joseph Callahan', date='13/04/2023', productName='cake bar'}
ShopData{name='Joseph Callahan', date='22/02/2023', productName='pet care'}
ShopData{name='Joseph Callahan', date='22/01/2023', productName='butter milk'}
ShopData{name='Joseph Callahan', date='28/12/2022', productName='Instant food products'}

[Customer] : 'Lois Osborn'  [Key] : 'a57fe92d-41a7-46c4-a574-18caca5bc1ec'
ShopData{name='Lois Osborn', date='26/11/2023', productName='butter'}
ShopData{name='Lois Osborn', date='26/10/2023', productName='nuts/prunes'}
ShopData{name='Lois Osborn', date='23/09/2023', productName='pickled vegetables'}
